ItemNumber,ItemDescription,ItemRevision,ItemStatus,ItemClass,SQE,RunLeadTimeDays,LotSizeMinimum,LotSizeMultiplier,Planner,Buyer,InventoryQty,ItemUM,ItemUnitCost,VendorItemNumber,VendorItemDescription,VendorID,VendorName,ShipToLocation,Currency,ItemKey,VendorKey,MBS,ItemAppvStatus,QtyofBlankets,FS_PONumber,VendorPriority,FS_POLnNumber,BKPOExpireDate,LineItemOrderedQuantity,ReceiptQuantity,POLineKey,BKPOStartDate
"954004","GUIDE",C ,A,98,?  ,40,1000,1000,MZ ,MZ ,2212,EA,8.9400000,"954004","GUIDE",30660,"LAS CRUCES MACHINE & MFG. CO.;",EPDC,DLL,51059,1371,S,,1,PO-100616-05,0,1,2017-10-06 00:00:00,25000,1883,274506822,2016-10-06 00:00:00
"203102","TERMINAL 1-962915-2 (P109-02)",AA,A,79,   ,85,0,0,DG1,DG1,26555.65,EA,,"203102","TERMINAL 1-962915-2 (P109-02)",30665,"FUTURE ELECTRONICS",EPDC,DLL,2646,1375,B,,,,0,,,,,,
"207050","CONNECTOR BODY 4750",- ,A,52,?  ,60,2400,2400,DG1,DG1,1506,EA,,"207050","CONNECTOR BODY 4750",30665,"FUTURE ELECTRONICS",EPDC,DLL,48658,1375,B,,,,0,,,,,,
"207094","TERMINAL; IDC 4594",A ,A,52,?  ,20,48000,12000,DG1,DG1,14878,EA,,"207094","TERMINAL; IDC 4594",30665,"FUTURE ELECTRONICS",EPDC,DLL,48639,1375,B,,,,0,,,,,,
"207098","CONNECOTR BODY 4698",- ,A,52,?  ,65,4000,4000,DG1,DG1,5555,EA,,"207098","CONNECOTR BODY 4698",30665,"FUTURE ELECTRONICS",EPDC,DLL,48648,1375,B,,,,0,,,,,,
"303005","THERMISTOR",01,O,OB,*  ,60,0,0,OBS,OBS,0,EA,,"DKS5076","THERMISTOR",30665,"FUTURE ELECTRONICS",EPDC,DLL,5080,1375,B,,,,0,,,,,,
"306005","TERMINAL [6I13174]",C ,A,61,   ,45,0,0,DG1,DG1,6479,EA,,"306005","TERMINAL [6I13174]",30665,"FUTURE ELECTRONICS",EPDC,DLL,5129,1375,B,,,,0,,,,,,
"861302","CAPACITOR CERAMIC .022UF 50V 10%",1 ,O,OB,*  ,20,7500,0,OBS,OBS,0,EA,,"861302","CAPACITOR CERAMIC .022UF 50V 1",30665,"FUTURE ELECTRONICS",EPDC,DLL,9880,1375,B,,,,0,,,,,,
"893735","EHR-7 FEMALE CONNECTOR",00,A,29,LFG,45,10,10,DG1,DG1,2492,EA,,"893735","EHR-7 FEMALE CONNECTOR",30665,"FUTURE ELECTRONICS",EPDC,DLL,10018,1375,B,,,,0,,,,,,
"946022","*VOLTAGE SUPPRE # P4KE30C",C ,A,51,LFG,80,4000,4000,DG1,DG1,3648,EA,,"946022","*VOLTAGE SUPPRE",30665,"FUTURE ELECTRONICS",EPDC,DLL,11182,1375,B,,,,0,,,,,,
"RW80U27R4D","RESISTOR RWR80U27R4D",- ,A,85,JOA,90,500,500,EC ,EC ,259,EA,,"305235","",30665,"FUTURE ELECTRONICS",EPDC,DLL,12688,1375,B,,,,0,,,,,,
"05-544510","TAPE 05-544510/B",B ,A,85,LFG,45,500,500,EC ,EC ,401,FT,,"304716","TAPE 05-544510/A",30695,"AIM PRODUCTS; INC.",EPDC,DLL,826,1391,B,,,,0,,,,,,
"211-50","INSULATOR; LEVER (80-4203-1;UT)",AA,A,35,JOA,45,0,0,DG1,DG1,0,EA,,"211-50","INSULATOR; LEVER (80-4203-1;UT",30702,"SAMTEC INC.;",EPDC,DLL,2702,1393,B,,,,0,,,,,,
"90-8317-2","CONTACTOR",B ,A,42,   ,150,100000,100000,AS ,AS ,670.000000000029,EA,,"90-8317-2","CONTACTOR",30707,"MICRO CONTACTS",EPDC,DLL,10161,1398,B,,,,1,,,,,,
"91-8311-2","CARRIER ASSEMBLY-WASH-WIPER",J ,A,42,   ,150,50700,50700,AS ,AS ,9892,EA,,"91-8311-2","CARRIER ASSEMBLY-WASH-WIPER",30707,"MICRO CONTACTS",EPDC,DLL,10218,1398,B,,,,1,,,,,,
"934306","CONTACT (PALLINEY WIRES)",01,O,OB,*  ,80,0,0,OBS,OBS,0,EA,,"934306","CONTACT (PALLINEY WIRES)",30707,"MICRO CONTACTS",EPDC,DLL,10860,1398,B,,,,0,,,,,,
"935054","CONTACT A & C;",K ,A,57,   ,90,100000,100000,DG1,DG1,35722,EA,,"935054","CONTACT A & C;",30707,"MICRO CONTACTS",EPDC,DLL,10889,1398,B,,,,0,,,,,,
"935055","CONTACT B;",K ,A,57,   ,100,50000,50000,DG1,DG1,38117,EA,,"935055","CONTACT B;",30707,"MICRO CONTACTS",EPDC,DLL,10890,1398,B,,,,0,,,,,,
"935056","TERMINAL  D",P ,A,57,   ,100,200000,1000,DG1,DG1,91197,EA,,"935056","CONTACT D;",30707,"MICRO CONTACTS",EPDC,DLL,10891,1398,B,,,,0,,,,,,
"935057","TERMINAL  A & C;",K ,A,57,   ,100,0,0,DG1,DG1,2950,EA,,"935057","TERMINAL  A & C;",30707,"MICRO CONTACTS",EPDC,DLL,10892,1398,B,,,,0,,,,,,
"935058","TERMINAL     B;  DUAL",M ,A,57,   ,100,0,0,DG1,DG1,4900,EA,,"935058","TERMINAL     B;  DUAL",30707,"MICRO CONTACTS",EPDC,DLL,10893,1398,B,,,,0,,,,,,
"97-8398-2","CONTACTOR - INTERVAL",A ,A,41,   ,105,0,0,DG1,DG1,21276,EA,,"97-8398-2","CONTACTOR - WASH/WIPE",30707,"MICRO CONTACTS",EPDC,DLL,11560,1398,B,,,,0,,,,,,
"99-8317-2","CONTACTOR",C ,A,42,   ,105,10000,0,DG1,DG1,3028,EA,,"99-8317-2","CONTACTOR",30707,"MICRO CONTACTS",EPDC,DLL,11775,1398,B,,,,0,,,,,,
"99-8391-1","CONTACTOR-WIPER",E ,A,41,   ,105,0,0,AS ,AS ,23157,EA,,"99-8391-1","CONTACTOR-WIPER",30707,"MICRO CONTACTS",EPDC,DLL,11835,1398,B,,,,0,,,,,,
"99-8398-1","CONTACT-INTERVAL",G ,A,41,   ,105,0,0,DG1,DG1,3636,EA,,"99-8398-1","CONTACT-INTERVAL",30707,"MICRO CONTACTS",EPDC,DLL,11849,1398,B,,,,0,,,,,,
"02-7001-41","PRIMER 02-7001-41",BC,A,84,LFG,45,17.5,17.5,GAV,GAV,36.06,OZ,,"02-7001-41","PRIMER 02-7001-41",30718,"R.S. HUGHES CO.",EPDC,DLL,675,1405,B,,,,0,,,,,,
"02-7001-42","ADHESIVE 02-7001-42",BC,A,84,LFG,45,6.8,6.8,TCC,TCC,6.25070000000011,OZ,,"02-7001-42","ADHESIVE 02-7001-42",30718,"R.S. HUGHES CO.",EPDC,DLL,676,1405,B,,,,0,,,,,,
"02-7003-05","ADHESIVE 02-7003-05/H",H ,A,82,LFG,30,12,2,TCC,TCC,1.744,OZ,,"02-7003-05","ADHESIVE 02-7003-05/H",30718,"R.S. HUGHES CO.",EPDC,DLL,680,1405,B,,,,0,,,,,,
"02-7007-04","ADHESIVE; CYANOACRYLATE (M46050-B-1) LOCTITE 406",Y ,A,84,LFG,45,1,1,TCC,TCC,6.947,OZ,,"02-7007-04","ADHESIVE; CYANOACRYLATE (M46050-B-1) LOCTITE 406",30718,"R.S. HUGHES CO.",EPDC,DLL,686,1405,B,,,,0,,,,,,
"05-651668","COMPOUND;MASKING 05-651668",J ,A,85,LFG,30,1,1,TCC,TCC,1404.352,ML,,"05-651668","COMPOUND;MASKING 05-651668",30718,"R.S. HUGHES CO.",EPDC,DLL,1012,1405,B,,,,0,,,,,,
"105-067-9001","LOCTITE 640",* ,A,90,   ,15,1.68,1.68,MZ ,MZ ,6.82805,OZ,,"105-067-9001","LOCTITE 640",30718,"R.S. HUGHES CO.",EPDC,DLL,44886,1405,B,,,,0,,,,,,
"105-070-9001","ADHESIVE (3M 2214 REGULAR  6OZ. (CARTRIDGES))",* ,A,94,   ,20,6,6,MZ ,MZ ,0,OZ,,"105-070-9001","ADHESIVE",30718,"R.S. HUGHES CO.",EPDC,DLL,44727,1405,B,,,,0,,,,,,
"105-129-9001","SPEEDBONDER 325 (LOCTITE)",B ,A,96,   ,20,1.68,1.68,TCC,TCC,0.705999999999998,OZ,,"105-129-9001","SPEEDBONDER 325 (LOCTITE)",30718,"R.S. HUGHES CO.",EPDC,DLL,47354,1405,B,,,,1,,,,,,
"105-133-9001","495 LOCTITE (1 OZ BOTTLE) (# 49550)",BK,A,94,LFG,20,1,1,TCC,TCC,13.2668,OZ,,"105-133-9001","495 LOCTITE (1 OZ BOTTLE) (# 49550)",30718,"R.S. HUGHES CO.",EPDC,DLL,1177,1405,B,,,,0,,,,,,
"15-005002","EPOXY PRIMER (BMS10-11)",C ,A,84,?  ,500,0,0,GAV,GAV,1,EA,,"15-005002","EPOXY PRIMER (BMS10-11)",30718,"R.S. HUGHES CO.",EPDC,DLL,50716,1405,B,,,,0,,,,,,
"20-267","LOCTITE #4471",* ,A,46,LFG,25,20,20,TCC,TCC,159.598,ML,,"20-267","LOCTITE #4471",30718,"R.S. HUGHES CO.",EPDC,DLL,1585,1405,B,,,,0,,,,,,
"201242","LOCTITE 5031",* ,A,73,LFG,20,300,300,TCC,TCC,3884.53999999997,ML,,"201242","LOCTITE 5031",30718,"R.S. HUGHES CO.",EPDC,DLL,44480,1405,B,A,,,1,,,,,,
"203130","WIRE XLFE 0.50 YL M5386 114",AC,A,25,JOA,40,35000,35000,DG1,DG1,0,FT,,"203130","WIRE XLFE 0.50 YL M5386 114",30718,"R.S. HUGHES CO.",EPDC,DLL,13987,1405,B,,,,0,,,,,,
"203241","TERMINAL 28164944",D ,A,70,JOA,90,30000,6000,DG1,DG1,12240,EA,,"203241","TERMINAL 28164944",30718,"R.S. HUGHES CO.",EPDC,DLL,29035,1405,B,,,,0,,,,,,
"205103","BOBBIN; DIODE POST",D ,A,52,   ,60,5000,2500,AS ,AS ,48311,EA,,"205103","BOBBIN; DIODE POST",30718,"R.S. HUGHES CO.",EPDC,DLL,47331,1405,B,,,,0,,,,,,
"205130","3M ALUMINUM FOILETAPE 425",A ,A,52,   ,50,900,900,DG1,DG1,10915.7499999999,FT,0.0805000,"205130","3M ALUMINUM FOILETAPE 427",30718,"R.S. HUGHES CO.",EPDC,DLL,47895,1405,B,A,1,POBK-102314-01,1,1,2017-12-29 00:00:00,590800,497340,203863323,2014-10-23 00:00:00
"205135","TAPE PVC; WIDTH 1/2; BLUE (3M BLUE TAPE #35)",A ,A,52,?  ,25,4000,2000,DG1,DG1,5777.23829540001,FT,0.0615000,"205135","TAPE PVC; WIDTH 1/2; BLUE (3M BLUE TAPE #35)",30718,"R.S. HUGHES CO.",EPDC,DLL,48074,1405,B,A,1,POBK-102114-02,0,1,2017-12-29 00:00:00,400000,106100,203555986,2014-10-21 00:00:00
"219-134-9001","SCOTCHCAST # 263 (PER FP35)",BB,A,94,LFG,20,60,60,TCC,TCC,42.8400000000001,LB,,"219-134-9001","SCOTCHCAST # 263 (PER FP35)",30718,"R.S. HUGHES CO.",EPDC,DLL,2752,1405,B,,,,0,,,,,,
"219-315-9001","COMPOUND 620 (10 ML BOTTLE)",AY,A,94,LFG,20,10,10,TCC,TCC,242.015,ML,,"219-315-9001","COMPOUND 620 (10 ML BOTTLE)",30718,"R.S. HUGHES CO.",EPDC,DLL,2753,1405,B,,,,0,,,,,,
"243-028-9001","LOCTITE 7075 (ACTIVATOR)",B ,A,96,   ,20,32,32,TCC,TCC,59.1759999999998,OZ,,"243-028-9001","LOCTITE 7075 (ACTIVATOR)",30718,"R.S. HUGHES CO.",EPDC,DLL,47353,1405,B,,,,0,,,,,,
"357-741-123","LOCTITE 640",* ,O,OB,*  ,50,0,0,OBS,OBS,0,OZ,,"357-741-123","LOCTITE 640",30718,"R.S. HUGHES CO.",EPDC,DLL,44707,1405,B,,,,0,,,,,,
"3M-250-1","TAPE SCOTCH FLAT BACK",* ,A,94,LFG,20,180,180,TCC,TCC,45.7099999999982,FT,,"3M-250-1","",30718,"R.S. HUGHES CO.",EPDC,DLL,39642,1405,B,,,,0,,,,,,
"588-003-9002","PRIMER LOC (19267) 7471 GRADE T",AC,A,94,LFG,50,1.75,1.75,MZ ,MZ ,43.6589999999999,OZ,,"588-003-9002","PRIMER LOC (19267) 7471 GRADE T",30718,"R.S. HUGHES CO.",EPDC,DLL,22443,1405,B,,,,0,,,,,,
"687-037-9001","SEALANT LOCTITE 290 (50ML BOTTLE)",* ,A,94,LFG,20,50,50,TCC,TCC,148,ML,,"687-037-9001","SEALANT LOCTITE 290 (50ML BOTTLE)",30718,"R.S. HUGHES CO.",EPDC,DLL,22440,1405,B,,,,0,,,,,,
"90001","404 LOCTITE QUICK SET",* ,A,90,LFG,20,1,1,MZ ,MZ ,3.211,OZ,,"90001","404 LOCTITE QUICK SET",30718,"R.S. HUGHES CO.",EPDC,DLL,44741,1405,B,,,,0,,,,,,
"950043","LOCTITE 394R PART A",* ,A,94,   ,25,450,450,MZ ,MZ ,0,ML,,"950043","LOCTITE 394R PART A",30718,"R.S. HUGHES CO.",EPDC,DLL,48038,1405,B,,,,0,,,,,,
"950044","LOCTITE 394R PART B",* ,A,94,   ,25,450,450,MZ ,MZ ,0,ML,,"950044","LOCTITE 394R PART B",30718,"R.S. HUGHES CO.",EPDC,DLL,48039,1405,B,,,,0,,,,,,
"950068","LOCTITE 7452 ACCELERATOR",* ,A,90,?  ,0,0,0,TCC,TCC,14.05,OZ,,"950068","LOCTITE 7452 ACCELERATOR",30718,"R.S. HUGHES CO.",EPDC,DLL,49755,1405,B,,,,0,,,,,,
"954005","SOLDER, SN 96 QQ-S-571",A ,A,98,?  ,25,105,10.5,MZ ,MZ ,38.7282,OZ,,"954005","SOLDER, SN 96 QQ-S-571",30718,"R.S. HUGHES CO.",EPDC,DLL,51030,1405,B,A,,,1,,,,,,
"P610-13","THREAD LOCKER LOCTITE 242",* ,O,OB,?  ,51,51,51,OBS,OBS,0,ML,,"P610-13","THREAD LOCKER LOCTITE 242",30718,"R.S. HUGHES CO.",EPDC,DLL,48278,1405,B,,,,0,,,,,,
"SN96.3AG3.7","SOLDER",* ,A,96,   ,25,1,1,MZ ,MZ ,6.36400000000001,LB,,"SN96.3AG3.7","SOLDER",30718,"R.S. HUGHES CO.",EPDC,DLL,47447,1405,B,,,,0,,,,,,
"935501","*GASKET RAW STOCK",A ,A,57,   ,45,1400,1400,DG1,DG1,7200,YD,,"NI-2085.015","STD/NONASBESTOS GASKET MATL",30727,"ADVANCED PAPERWORKS; INC",EPDC,DLL,10931,1410,B,,,,0,,,,,,
"214-236","TERMINAL FEMALE (471408AK31;UT)",AA,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"214-236","TERMINAL FEMALE (471408AK31;UT",30729,"DAYSTAR MANUFACTURING CO",EPDC,DLL,2738,1412,B,,,,0,,,,,,
"B11376XH4","CONTAC 2 BE CU C17500 UNCHAIN",J ,A,5 ,   ,40,25000,0,DG1,DG1,13756,EA,,"B11376XH4","CONTAC 2 BE CU C17500 UNCHAIN",30729,"DAYSTAR MANUFACTURING CO",EPDC,DLL,37332,1412,B,,,,0,,,,,,
"B11377XJ1","CONTACT-3 C702500 NI UNCHAINED",K ,A,5 ,   ,40,25000,0,AS ,AS ,323,EA,,"B11377XJ1","CONTACT-3 C702500 NI UNCHAINED",30729,"DAYSTAR MANUFACTURING CO",EPDC,DLL,37301,1412,B,,,,0,,,,,,
"B11397XX","GROUND LINK",F ,A,5 ,   ,40,0,0,DG1,DG1,2393,EA,,"B11397XX","GROUND LINK",30729,"DAYSTAR MANUFACTURING CO",EPDC,DLL,37338,1412,B,,,,0,,,,,,
"B18164XX","WASHER",B ,A,5 ,JOA,40,0,0,DG1,DG1,5547,EA,,"B18164XX","WASHER",30729,"DAYSTAR MANUFACTURING CO",EPDC,DLL,33724,1412,B,,,,0,,,,,,
"B18501XX","SPRING-LEAF",D ,A,5 ,   ,40,0,0,DG1,DG1,3322,EA,,"B18501XX","SPRING-LEAF",30729,"DAYSTAR MANUFACTURING CO",EPDC,DLL,33712,1412,B,,,,0,,,,,,
"90-8339-1","SLEEVE; CHROME",J ,A,42,OC ,60,0,0,DG1,DG1,421,EA,,"90-8339-1","SLEEVE; CHROME",30730,"P & J INDUSTRIES INC.;",EPDC,DLL,10167,1413,S,,,,0,,,,,,
"74-111","PULSE RESISTOR",AK,A,35,JOA,50,1500,1500,DG1,DG1,2491,EA,,"74-111","*89-7467-1 PULSE RESISTOR",30746,"SPARTON TECHNOLOGIES; INC.",EPDC,DLL,9178,1422,B,,,,0,,,,,,
"74-113","*93-7467-1 PULSE RESISTOR 50 VOLTS",AG,A,35,   ,45,0,0,DG1,DG1,0,EA,,"74-113","*93-7467-1 PULSE RESISTOR",30746,"SPARTON TECHNOLOGIES; INC.",EPDC,DLL,9179,1422,B,,,,0,,,,,,
"933041","RESISTOR PULSE",AB,O,OB,*  ,65,15000,15000,OBS,OBS,0,EA,,"349254088830002","RESISTOR PULSE",30780,"CLAROSTAT SENSORS & CONTROL",EPDC,DLL,10424,1423,B,,,,0,,,,,,
"933283","PULSE RESISTOR",A ,A,35,JOA,70,1500,1500,DG1,DG1,492,EA,,"349261088830003","PULSE RESISTOR",30780,"CLAROSTAT SENSORS & CONTROL",EPDC,DLL,10523,1423,B,,,,0,,,,,,
"933957","RESISTOR PULSE",B ,A,35,JOA,60,3000,3000,DG1,DG1,880,EA,,"349252088830001","RESISTOR PULSE",30780,"CLAROSTAT SENSORS & CONTROL",EPDC,DLL,10801,1423,B,,,,0,,,,,,
"403-50208","TERMINAL #3",A ,A,31,   ,50,5000,15000,DG1,DG1,9233,EA,,"403-50208","TERMINAL #3",310066,"PROGRESSIVE DIE & STAMPING, INC.",EPDC,DLL,47662,32374,B,,,,0,,,,,,
"403-72320","TERMINAL #1; #2; #3",A ,A,31,   ,50,5000,35000,DG1,DG1,5153,EA,,"403-72320","TERMINAL #1; #2; #3",310066,"PROGRESSIVE DIE & STAMPING, INC.",EPDC,DLL,47663,32374,B,,,,0,,,,,,
"604-50206","HOUSING",A ,A,31,   ,50,10000,10000,AS ,AS ,3497,EA,,"604-50206","HOUSING",310067,"PUTNAM COUNTY PLASTIC MOLDING, INC.",EPDC,DLL,47665,32375,B,,,,0,,,,,,
"604-50214","COVER FOR CUISE CONTROL",A ,A,31,   ,50,0,0,AS ,AS ,4702,EA,,"604-50214","COVER FOR CUISE CONTROL",310067,"PUTNAM COUNTY PLASTIC MOLDING, INC.",EPDC,DLL,47664,32375,B,,,,0,,,,,,
"604-86600","SLIDER",A ,A,31,   ,50,10000,10000,AS ,AS ,1868,EA,,"604-86600","SLIDER",310067,"PUTNAM COUNTY PLASTIC MOLDING, INC.",EPDC,DLL,47666,32375,B,,,,0,,,,,,
"02-4390-12","KEY ROUND 02-4390-12",AL,A,86,LFG,85,150,50,EC ,EC ,80,EA,4.6500000,"309319","Q.C.:1C;10;13;23.",3222,"PRECISE MACHINE CO.",EPDC,DLL,640,1430,B,A,1,POBK-112216-06,1,1,2017-11-22 00:00:00,300,150,276529517,2016-11-22 00:00:00
"02-4390-18","KEY ROUND 02-4390-18",AL,A,86,LFG,55,50,50,EC ,EC ,124,EA,,"309274","QC  1C;10;13;23",3222,"PRECISE MACHINE CO.",EPDC,DLL,648,1430,B,,,,0,,,,,,
"20069-1500","STUD 20069-1500",A ,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"309800","QC  1C;10;13;22;23",3222,"PRECISE MACHINE CO.",EPDC,DLL,1754,1430,B,,,,0,,,,,,
"23047-1451","HEAD ARMATURE 23047-1451",B ,A,86,   ,45,0,0,EC ,EC ,4,EA,,"23047-1451","HEAD ARMATURE 23047-1451",3222,"PRECISE MACHINE CO.",EPDC,DLL,3126,1430,B,,,,0,,,,,,
"23069-1162","RING 23069-1162",H ,O,OB,*  ,60,0,0,OBS,OBS,0,EA,,"309449","QC  1C;10;11;13;22;23",3222,"PRECISE MACHINE CO.",EPDC,DLL,3385,1430,B,,,,0,,,,,,
"30086-1210 S","STACK ROTOR MAIN 30086-1210/C",C ,A,80,LFG,15,15,15,EC ,EC ,1,EA,,"30086-1210 S","STACK ROTOR MAIN 30086-1210/C",3222,"PRECISE MACHINE CO.",EPDC,DLL,4693,1430,B,,,,0,,,,,,
"30086-1350","SUPPORT;COIL 30086-1350",E ,A,84,LFG,50,40,40,EC ,EC ,364,EA,,"30086-1350","SUPPORT;COIL 30086-1350",3222,"PRECISE MACHINE CO.",EPDC,DLL,4701,1430,B,,,,0,,,,,,
"30086-1350S","SUPPORT; COIL 30086-1350S",E ,A,84,LFG,0,1,1,EC ,EC ,0,EA,,"30086-1350S","SUPPORT; COIL 30086-1350S",3222,"PRECISE MACHINE CO.",EPDC,DLL,44010,1430,B,,,,0,,,,,,
"31008-1057","FLANGE 31008-1057/C",C ,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"305220","Q.C.:1C;10;11;13;20.21.23..",3222,"PRECISE MACHINE CO.",EPDC,DLL,6271,1430,B,,,,0,,,,,,
"31161-1490","RETAINER ROTOR EXC STACK 31161-1490",H ,A,84,LFG,45,5,5,EC ,EC ,4,EA,,"302440","QC  1C;10;11;13;23;36",3222,"PRECISE MACHINE CO.",EPDC,DLL,7054,1430,B,,,,0,,,,,,
"31200-1660","ROD 31200-1660",C ,A,84,LFG,45,50,50,EC ,EC ,114,EA,,"309959","Q.C.: 1C;02;10;13;22;23.",3222,"PRECISE MACHINE CO.",EPDC,DLL,7414,1430,B,,,,0,,,,,,
"52-300059 S","KIT RW R MAIN ROTOR 52-300059/H",H ,A,87,LFG,10,10,10,EC ,EC ,0,EA,,"52-300059 S","KIT RW R MAIN ROTOR 52-300059/H",3222,"PRECISE MACHINE CO.",EPDC,DLL,8514,1430,B,,,,0,,,,,,
"302176","RETAINER RING 4087735-0001",00,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"302176","RETAINER RING 4087735-0001",353,"INDUSTRIAL FASTENERS",EPDC,DLL,4898,1432,B,,,,0,,,,,,
"500002","*PROTECTIVE CAP .812-1",A ,A,86,   ,30,5000,5000,EC ,EC ,4156,EA,,"500002","*PROTECTIVE CAP",353,"INDUSTRIAL FASTENERS",EPDC,DLL,8189,1432,B,,,,0,,,,,,
"83-0329-1","HOUSING - NO COMPRAR 8/14/15",AB,A,47,   ,30,4000,0,DG1,DG1,10,EA,,"83-0329-1","HOUSING",36604,"KINETIC DIE CASTING; INC.",EPDC,DLL,9756,32207,B,,,,0,,,,,,
"84-0341-1","HOUSING",L ,A,48,   ,30,3000,0,DG1,DG1,466,EA,,"84-0341-1","HOUSING",36604,"KINETIC DIE CASTING; INC.",EPDC,DLL,9778,32207,B,,,,0,,,,,,
"87-0329-1","HOUSING",R ,A,48,   ,30,2500,0,DG1,DG1,3156,EA,,"87-0329-1","HOUSING",36604,"KINETIC DIE CASTING; INC.",EPDC,DLL,9888,32207,B,,,,0,,,,,,
"90-0317-2","HOUSING",M ,A,48,   ,30,5000,0,DG1,DG1,367,EA,,"90-0317-2","HOUSING",36604,"KINETIC DIE CASTING; INC.",EPDC,DLL,10133,32207,B,,,,0,,,,,,
"80017","PAD",01,A,61,   ,45,100,0,GAV,GAV,0,EA,,"80017","PAD 18 7/8 X 12 1/8 X .024",3785,"STONE CONTAINER CORPORATION",EPDC,DLL,9388,1434,B,,,,0,,,,,,
"80018","MASTER CARTON",01,P,61,   ,45,500,100,GAV,GAV,0,EA,,"80018","MASTER CARTON",3785,"STONE CONTAINER CORPORATION",EPDC,DLL,9389,1434,B,,,,0,,,,,,
"80019","PARTITION CELL",01,A,61,   ,45,0,0,GAV,GAV,41,EA,,"80019","PARTITION CELL",3785,"STONE CONTAINER CORPORATION",EPDC,DLL,9390,1434,B,,,,0,,,,,,
"80024","PAD 20X20 (MIC 86001)",01,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"80024","PAD 20X20 (MIC 86001)",3785,"STONE CONTAINER CORPORATION",EPDC,DLL,9394,1434,B,,,,0,,,,,,
"80033","PAD  [MIC 81002]",02,O,OB,*  ,45,100,0,OBS,OBS,0,EA,,"80033","PAD 16X30 [MIC 81002]",3785,"STONE CONTAINER CORPORATION",EPDC,DLL,9403,1434,B,,,,0,,,,,,
"80034","PARTITION",01,O,OB,*  ,45,5000,1000,OBS,OBS,0,EA,,"80034","PARTITION(30.4 & 15.9)X2.6MIC8",3785,"STONE CONTAINER CORPORATION",EPDC,DLL,9404,1434,B,,,,0,,,,,,
"04406469US","WRJW1000-04 20G19S VIO",AC,A,73,JOA,60,25000,25000,DG1,DG1,27139.6885000006,FT,0.0307500,"04406469US","WRJW1000-04 20G19S VIO",390,"JUDD WIRE INC.",EPDC,DLL,44457,2932,B,A,1,POBK-012814-04406469US,1,1,2017-12-29 00:00:00,366100,341000,170811597,2014-05-21 00:00:00
"04406592US","WRJW1000-04 20G19S BRN",AC,A,73,JOA,60,25000,25000,DG1,DG1,17510.5208999998,FT,0.0307500,"04406592US","WRJW1000-04 20G19S BRN",390,"JUDD WIRE INC.",EPDC,DLL,44465,2932,B,A,1,POBK-012814-04406592US,1,1,2017-12-29 00:00:00,181000,155880,170811615,2014-06-02 00:00:00
"04406600US","WRJW1000-04 20G19S ORG",AC,A,73,JOA,60,25000,25000,DG1,DG1,26981.291900001,FT,0.0307500,"04406600US","WRJW1000-04 20G19S ORG",390,"JUDD WIRE INC.",EPDC,DLL,44408,2932,B,A,1,PO-061714-04406600US,1,1,2017-12-29 00:00:00,264405,264305,186759005,2014-06-17 00:00:00
"04406602US","WRJW1000-04 20G19S TAN",AC,A,73,JOA,60,25000,25000,DG1,DG1,28308.1645000003,FT,,"04406602US","WRJW1000-04 20G19S TAN",390,"JUDD WIRE INC.",EPDC,DLL,44461,2932,B,A,,,1,,,,,,
"04406604US","WRJW1000-04 20G19S YEL",AC,A,73,JOA,60,25000,25000,DG1,DG1,21637.3717,FT,,"04406604US","WRJW1000-04 20G19S YEL",390,"JUDD WIRE INC.",EPDC,DLL,44459,2932,B,A,,,1,,,,,,
"04406618US","WRJW1000-04 20G19S GRY",AC,A,73,JOA,60,25000,25000,DG1,DG1,6911.70519999968,FT,0.0307500,"04406618US","WRJW1000-04 20G19S GRY",390,"JUDD WIRE INC.",EPDC,DLL,44407,2932,B,A,1,POBK-012814-04406618US,1,1,2017-12-29 00:00:00,417000,416900,170811622,2014-02-14 00:00:00
"04406815US","WRJW1000-04 20G19S LTBU",AC,A,73,JOA,60,25000,25000,DG1,DG1,24880.2492000007,FT,,"04406815US","WRJW1000-04 20G19S LTBU",390,"JUDD WIRE INC.",EPDC,DLL,44463,2932,B,A,,,1,,,,,,
"04406825US","WRJW1000-04 20G19S DKBU",AC,A,73,JOA,60,25000,25000,DG1,DG1,29767.0446000001,FT,,"04406825US","WRJW1000-04 20G19S DKBU",390,"JUDD WIRE INC.",EPDC,DLL,44467,2932,B,A,,,1,,,,,,
"04406847US","WRJW1000-04 20G19S LTGN",AC,A,73,JOA,60,25000,25000,DG1,DG1,26231.6983000002,FT,,"04406847US","WRJW1000-04 20G19S LTGN",390,"JUDD WIRE INC.",EPDC,DLL,44458,2932,B,A,,,1,,,,,,
"04406857US","WRJW1000-04 20G19S DKGN",AC,A,73,JOA,60,25000,25000,DG1,DG1,30690.523500002,FT,,"04406857US","WRJW1000-04 20G19S DKGN",390,"JUDD WIRE INC.",EPDC,DLL,44460,2932,B,A,,,0,,,,,,
